SparkleIndex,SparkleTerm,Cui,UmlsCanonicalName,ChosenMethod,ChosenScore,Types
5050,Goldenhar Syndrome,C0265240,Goldenhar Syndrome,alias,0.0,"[""T047""]"
5051,Glucagonoma,C0017689,Glucagonoma,alias,0.0,"[""T191""]"
5054,Glucose 6 Phosphate Dehydrogenase Deficiency,C2939465,Deficiency of glucose-6-phosphate dehydrogenase,alias,0.0,"[""T047""]"
5058,Gluten Intolerance,C0007570,Celiac Disease,alias,0.0,"[""T047""]"
5059,Glomus Jugulare Tumor,C0017671,Glomus Jugulare Tumor,alias,0.0,"[""T191""]"
5060,Glomus Tumor,C0017653,Glomus Tumor,alias,0.0,"[""T191""]"
5061,Glossectomy,C0017673,Glossectomy,alias,0.0,"[""T061""]"
5062,Glossitis,C0017675,Glossitis,alias,0.0,"[""T047""]"
5063,Glossodynia,C0017672,Glossalgia,alias,0.0,"[""T184""]"
5064,Glossopharyngeal Neuralgia,C0154731,Glossopharyngeal Neuralgia,alias,0.0,"[""T047""]"
5067,Glioblastoma Multiforme,C1621958,Glioblastoma Multiforme,alias,0.0,"[""T191""]"
5068,Glioma,C0017638,Glioma,alias,0.0,"[""T191""]"
5069,Gliomatosis Cerebri,C0334576,Gliomatosis cerebri,alias,0.0,"[""T191""]"
5070,Gliosarcoma,C0206726,gliosarcoma,alias,0.0,"[""T191""]"
5071,Glomangioma,C0334421,Glomangioma,alias,0.0,"[""T191""]"
5072,Glomerulonephritis,C0017658,Glomerulonephritis,alias,0.0,"[""T047""]"
5073,Glomerulonephropathy,C0268731,Renal glomerular disease,alias,0.0,"[""T047""]"
5074,Gitelman Syndrome,C0268450,Gitelman Syndrome,alias,0.0,"[""T047""]"
5075,Glanders,C0017589,Glanders,alias,0.0,"[""T047""]"
5077,Glaucoma,C0017601,Glaucoma,alias,0.0,"[""T047""]"
5080,Glaucoma Screening,C0702254,Glaucoma screening,alias,0.0,"[""T061""]"
5081,Gleason Score,C3203027,Gleason score,alias,0.0,"[""T033""]"
5083,Gestational Trophoblastic Disease,C2931618,Gestational trophoblastic disease,alias,0.0,"[""T047""]"
5084,Giant Cell Arteritis,C0039483,Giant Cell Arteritis,alias,0.0,"[""T047""]"
5085,Giant Cell Myocarditis,C0264856,Giant cell myocarditis,alias,0.0,"[""T047""]"
5089,Giardiasis,C0017536,Giardiasis,alias,0.0,"[""T047""]"
5092,Geriatrics,C0017469,Geriatrics,alias,0.0,"[""T091""]"
5093,Germ Cell Tumor,C0205851,Germ cell tumor,alias,0.0,"[""T191""]"
5094,Germinoma,C0206660,Germinoma,alias,0.0,"[""T191""]"
5095,Gestational Diabetes,C0085207,Gestational Diabetes,alias,0.0,"[""T047""]"
5096,Gestational Pemphigoid,C0019343,Pemphigoid Gestationis,alias,0.0,"[""T047""]"
5101,Genitourinary Cancers,C0751569,Genitourinary Cancer,alias,0.0,"[""T191""]"
5102,Genitourinary Fistula,C0853877,Fistula of genitourinary tract,alias,0.0,"[""T190""]"
5105,Genomics,C0887950,Genomics,alias,0.0,"[""T091""]"
5106,Geographic Tongue,C0017677,"Glossitis, Benign Migratory",alias,0.0,"[""T047""]"
5108,Genioplasty,C0398907,Genioplasty,alias,0.0,"[""T061""]"
5109,Genital Herpes,C0019342,Genital Herpes,alias,0.0,"[""T047""]"
5110,Genital Herpes Female,C0497572,genital herpes in women,alias,0.0,"[""T047""]"
5111,Genital Herpes Male,C0497579,genital herpes in men,alias,0.0,"[""T047""]"
5113,Genital Warts,C0009663,Condylomata Acuminata,alias,0.0,"[""T047""]"
5114,Genetic Testing,C0679560,Genetic screening method,alias,0.0,"[""T059""]"
5122,Generalized Seizures,C0234533,Generalized seizures,alias,0.0,"[""T047""]"
5125,Genetic Counseling,C0017382,Genetic Counseling,alias,0.0,"[""T061""]"
5126,Genetic Disorders,C0019247,Hereditary Diseases,alias,0.0,"[""T047""]"
5131,Gene Therapy,C0017296,gene therapy,alias,0.0,"[""T061""]"
5134,Gastrostomy Tube Removal,C0192462,Removal of gastrostomy tube,alias,0.0,"[""T061""]"
5135,Gaucher Disease,C0017205,Gaucher Disease,alias,0.0,"[""T047""]"
5138,Gender Dysphoria,C0686346,Gender Dysphoria,alias,0.0,"[""T048""]"
5140,Gastrojejunostomy,C0399839,Gastrojejunostomy,alias,0.0,"[""T061""]"
5141,Gastroparesis,C0152020,Gastroparesis,alias,0.0,"[""T047""]"
5142,Gastroplasty,C0017193,Gastroplasty,alias,0.0,"[""T061""]"
5143,Gastroschisis,C0265706,Gastroschisis,alias,0.0,"[""T047""]"
5145,Gastroscopy,C0017195,Endoscopy of stomach,alias,0.0,"[""T060""]"
5152,Gastrojejunal Ulcer,C0024799,Marginal ulcer,alias,0.0,"[""T047""]"
5154,Gastroesophageal Reflux Disease,C0017168,Gastroesophageal reflux disease,alias,0.0,"[""T047""]"
5158,Gastrointestinal Bleeding,C0017181,Gastrointestinal Hemorrhage,alias,0.0,"[""T046""]"
5159,Gastritis,C0017152,Gastritis,alias,0.0,"[""T047""]"
5161,Gastrocnemius Recession,C0188316,Gastrocnemius recession,alias,0.0,"[""T061""]"
5164,Gastroenteritis,C0017160,Gastroenteritis,alias,0.0,"[""T047""]"
5166,Gastric Mass,C0577018,Mass of stomach,alias,0.0,"[""T033""]"
5168,Gastric Ulcer,C0038358,Gastric ulcer,alias,0.0,"[""T047""]"
5169,Gastric Ulcer Surgery,C0399682,Gastric ulcer operation,alias,0.0,"[""T061""]"
5170,Gastric Volvulus,C0038359,Stomach Volvulus,alias,0.0,"[""T047""]"
5172,Ganglioneuroblastoma,C0206718,Ganglioneuroblastoma,alias,0.0,"[""T191""]"
5174,Gangrene,C0017086,Gangrene,alias,0.0,"[""T047""]"
5175,Gastrectomy,C0017118,Gastrectomy,alias,0.0,"[""T061""]"
5177,Gastric Banding,C1960832,Partitioning of stomach using band,alias,0.0,"[""T061""]"
5178,Gamma Knife Radiosurgery,C0086330,Gamma Knife Radiosurgery,alias,0.0,"[""T061""]"
5182,Ganglion Cyst,C1258666,Myxoid cyst,alias,0.0,"[""T190""]"
5186,Gallbladder Polyp,C0262493,Polyp of gallbladder,alias,0.0,"[""T191""]"
5191,Galactokinase Deficiency,C0268155,Deficiency of galactokinase,alias,0.0,"[""T047""]"
5192,Galactorrhea,C0269995,Galactorrhea associated with childbirth,alias,0.0,"[""T047""]"
5193,Galactosemia,C0016952,Galactosemias,alias,0.0,"[""T047""]"
5194,Galeazzi Fracture,C5671287,Galeazzi Fracture,alias,0.0,"[""T037""]"
5196,Gallbladder Cancer,C0153452,Malignant neoplasm of gallbladder,alias,0.0,"[""T191""]"
5198,Gallbladder Disease,C0016977,Gall Bladder Diseases,alias,0.0,"[""T047""]"
5199,Furuncle,C0242301,furuncle,alias,0.0,"[""T047""]"
5201,Fusion Of Joint,C0003090,Ankylosis,alias,0.0,"[""T046""]"
5202,Gait Analysis,C0558820,Gait Analysis,alias,0.0,"[""T060""]"
5204,Galactocele,C0152243,Galactocele,alias,0.0,"[""T020""]"
5207,Fundoplication,C0192499,Esophagogastric fundoplasty,alias,0.0,"[""T061""]"
5208,Fungal Meningitis,C0085438,"Meningitis, Fungal",alias,0.0,"[""T047""]"
5210,Fungemia,C0085082,Fungemia,alias,0.0,"[""T047""]"
5211,Furrowed Tongue,C0040412,Fissured tongue,alias,0.0,"[""T047""]"
5214,Fuchs Dystrophy,C0016781,Fuchs Endothelial Dystrophy,alias,0.0,"[""T047""]"
5215,Fukuyama Congenital Muscular Dystrophy,C0410174,Fukuyama Type Congenital Muscular Dystrophy,alias,0.0,"[""T047""]"
5218,Frostbite,C0016736,Frostbite,alias,0.0,"[""T037""]"
5227,Friedreich Ataxia,C0016719,Friedreich Ataxia,alias,0.0,"[""T047""]"
5228,Frontal Lobe Epilepsy,C0085541,"Epilepsy, Frontal Lobe",alias,0.0,"[""T047""]"
5234,Frenectomy,C2066243,Frenectomy,alias,0.0,"[""T061""]"
5236,Frequency Of Urination,C0042023,Increased frequency of micturition,alias,0.0,"[""T033""]"
5237,Fracture,C0016658,Fracture,alias,0.0,"[""T037""]"
5239,Fragile X Syndrome,C0016667,Fragile X Syndrome,alias,0.0,"[""T047""]"
5240,Frailty,C0424594,Frailty,alias,0.0,"[""T033""]"
5242,Freckles,C0016689,Freckles,alias,0.0,"[""T033""]"
5244,Foreign Body Nose,C0161008,Foreign body in nose,alias,0.0,"[""T033""]"
5246,Foreign Body Removal,C0184937,Excision or Surgical Removal of foreign body,alias,0.0,"[""T061""]"
5248,Foster Care,C0419195,Foster care family,alias,0.0,"[""T099""]"
5249,Fractional Flow Reserve,C1299469,Fractional Flow Reserve of Vessel,alias,0.0,"[""T201""]"
5252,Foreign Body Ear,C0161007,Foreign body in auditory canal,alias,0.0,"[""T037""]"
5264,Foot Surgery,C0188413,Operative procedure on foot,alias,0.0,"[""T061""]"
5267,Forearm Fracture,C1305215,Fracture of forearm,alias,0.0,"[""T037""]"
5269,Forearm Injury,C0016537,Forearm Injuries,alias,0.0,"[""T037""]"
5270,Forehead Lift,C3203572,Forehead Lift,alias,0.0,"[""T061""]"
5271,Foot Injury,C0149697,Foot Injuries,alias,0.0,"[""T037""]"
5273,Foot Osteoarthritis,C0586735,Osteoarthritis of foot joint,alias,0.0,"[""T047""]"
5274,Foot Osteotomy,C0408977,Osteotomy of bone of foot,alias,0.0,"[""T061""]"
5275,Foot Pain,C0016512,Foot pain,alias,0.0,"[""T184""]"
5277,Foot Arthritis,C0409205,Inflammation of joint of foot,alias,0.0,"[""T047""]"
5279,Foot Drop,C0085684,Foot Drop,alias,0.0,"[""T033""]"
5280,Foot Fracture,C0272774,Fracture of foot,alias,0.0,"[""T037""]"
5286,Food Intolerances,C0149696,Food intolerance (disorder),alias,0.0,"[""T047""]"
5287,Food Poisoning,C0016479,Food Poisoning,alias,0.0,"[""T037""]"
5293,Follicular Cyst Of Ovary,C0016429,Follicular cyst of ovary,alias,0.0,"[""T047""]"
5295,Folliculitis,C0016436,Folliculitis,alias,0.0,"[""T047""]"
5296,Food Allergy,C0016470,Food Allergy,alias,0.0,"[""T046""]"
5297,Focal Nodular Hyperplasia,C0333980,Focal Nodular Hyperplasia,alias,0.0,"[""T047""]"
5299,Focal Segmental Glomerulosclerosis,C0017668,Focal glomerulosclerosis,alias,0.0,"[""T047""]"
5300,Focal Seizures,C0751495,"Seizures, Focal",alias,0.0,"[""T047""]"
5302,Focused Ultrasound,C1517281,Focused Ultrasound Therapy,alias,0.0,"[""T061""]"
5307,Flukes,C0040818,Trematoda,alias,0.0,"[""T204""]"
5308,Fluorescence-Guided Surgery,C1880811,Fluorescence-Guided Surgery,alias,0.0,"[""T061""]"
5309,Focal Dystonia,C0743332,Focal Dystonia,alias,0.0,"[""T047""]"
5311,Flatfoot,C0016202,Flatfoot,alias,0.0,"[""T190""]"
5312,Flatulence,C0016204,Flatulence,alias,0.0,"[""T184""]"
5314,Flexor Tendon Repair,C0744057,FLEXOR TENDON REPAIR,alias,0.0,"[""T061""]"
5315,Floaters,C0016242,Vitreous floaters,alias,0.0,"[""T033""]"
5317,Flaccid Hemiplegia,C0154693,"Hemiplegia, Flaccid",alias,0.0,"[""T184""]"
5318,Flail Chest,C0016196,Flail Chest,alias,0.0,"[""T037""]"
5319,Flank Pain,C0016199,Flank Pain,alias,0.0,"[""T184""]"
5326,Fissured Tongue,C0040412,Fissured tongue,alias,0.0,"[""T047""]"
5327,Fistula Enterocutaneous,C0341318,Enterocutaneous Fistula,alias,0.0,"[""T190""]"
5331,Fingernail Injury,C0560628,Fingernail injury,alias,0.0,"[""T037""]"
5333,First Aid,C0016143,First Aid,alias,0.0,"[""T061""]"
5334,First Degree Burns,C0332686,First degree burn injury,alias,0.0,"[""T037""]"
5335,First Degree Heart Block,C0085614,First degree atrioventricular block,alias,0.0,"[""T047""]"
5336,Finger Dislocation,C0159956,Traumatic dislocation of joint of finger,alias,0.0,"[""T037""]"
5337,Finger Fracture,C0272694,Fracture of phalanx of hand,alias,0.0,"[""T037""]"
5338,Finger Injury,C0016124,Finger Injuries,alias,0.0,"[""T037""]"
5339,Finger Osteoarthritis,C0409936,Osteoarthritis of finger joint,alias,0.0,"[""T047""]"
5340,Finger Pain,C0239589,Pain in finger,alias,0.0,"[""T184""]"
5341,Finger Sprain,C0434471,finger sprain,alias,0.0,"[""T037""]"
5342,Filariasis,C0016085,Filariasis,alias,0.0,"[""T047""]"
5343,Fine Needle Aspiration,C1510483,Fine needle aspiration biopsy,alias,0.0,"[""T060""]"
5347,Finger Deformity,C0410740,Acquired deformity of finger,alias,0.0,"[""T020""]"
5348,Fibrous Dysplasia,C0259779,Fibrous Dysplasia,alias,0.0,"[""T191""]"
5350,Fibrous Meningioma,C0334606,Fibrous Meningioma,alias,0.0,"[""T191""]"
5351,Fibroxanthoma,C0206644,"Histiocytoma, Benign Fibrous",alias,0.0,"[""T191""]"
5352,Fibula Fracture,C0149699,Fracture of fibula,alias,0.0,"[""T037""]"
5354,Fifth Disease,C0085273,Erythema Infectiosum,alias,0.0,"[""T047""]"
5355,Fibromuscular Dysplasia,C0016052,Fibromuscular Dysplasia,alias,0.0,"[""T047""]"
5356,Fibromyalgia,C0016053,Fibromyalgia,alias,0.0,"[""T047""]"
5357,Fibrosarcoma,C0016057,Fibrosarcoma,alias,0.0,"[""T191""]"
5360,Fibrous Cortical Defect,C0410489,Fibrous cortical defect,alias,0.0,"[""T047""]"
5361,Fibrocystic Breast Changes,C0016034,Breast Fibrocystic Disease,alias,0.0,"[""T047""]"
5363,Fibrodysplasia Ossificans Progressiva,C0016037,Fibrodysplasia Ossificans Progressiva,alias,0.0,"[""T047""]"
5364,Fibroids,C0042133,Uterine Fibroids,alias,0.0,"[""T191""]"
5365,Fibrolamellar Carcinoma,C0334287,Fibrolamellar Hepatocellular Carcinoma,alias,0.0,"[""T191""]"
5366,Fibromatosis,C0016048,Fibromatosis,alias,0.0,"[""T191""]"
5367,Fever,C0015967,Fever,alias,0.0,"[""T184""]"
5368,Fever Of Unknown Origin,C0015970,Fever of Unknown Origin,alias,0.0,"[""T184""]"
5369,Fever With Chills,C0085594,Fever with chills,alias,0.0,"[""T184""]"
5370,Fiberoptic Bronchoscopy,C0189391,Fiberoptic bronchoscopy,alias,0.0,"[""T060""]"
5371,Fibrillary Astrocytoma,C0334582,Fibrillary Astrocytoma,alias,0.0,"[""T191""]"
5375,Fetal Surgery,C1261465,Operation on fetus,alias,0.0,"[""T061""]"
5376,Fetal Transfusion,C0005843,"Blood Transfusion, Intrauterine",alias,0.0,"[""T061""]"
5377,Fetal Ultrasound,C0162502,Fetal Ultrasonography,alias,0.0,"[""T060""]"
5382,Fetal Growth Restriction,C0015934,Fetal Growth Retardation,alias,0.0,"[""T046""]"
5383,Fetal Infection,C1263835,Infectious disorder of the fetus,alias,0.0,"[""T047""]"
5386,Fertility Preservation,C1171194,Fertility Preservation,alias,0.0,"[""T061""]"
5387,Fertility Testing,C0200069,Infertility study,alias,0.0,"[""T060""]"
5388,Fetal Alcohol Syndrome,C0015923,Fetal Alcohol Syndrome,alias,0.0,"[""T047""]"
5389,Fetal Arrhythmia,C0853154,Fetal arrhythmia,alias,0.0,"[""T033""]"
5394,Femoral Artery Aneurysm,C0264963,Aneurysm of femoral artery,alias,0.0,"[""T190""]"
5396,Femoral Artery Occlusion,C0948249,Femoral artery occlusion,alias,0.0,"[""T047""]"
5397,Femoral Hernia,C0019288,"Hernia, Femoral",alias,0.0,"[""T020""]"
5398,Femoral Neuropathy,C0751931,Femoral Neuropathy,alias,0.0,"[""T047""]"
5400,Femur Fracture,C0015802,Femoral Fractures,alias,0.0,"[""T037""]"
5403,Female Infertility,C0021361,Female infertility,alias,0.0,"[""T046""]"
5404,Female Orgasmic Disorder,C0033948,Female Orgasmic Disorder,alias,0.0,"[""T048""]"
5405,Female Sexual Dysfunction,C1112442,Female sexual dysfunction,alias,0.0,"[""T048""]"
5412,Feeling Faint,C0581879,Felt faint,alias,0.0,"[""T184""]"
5414,Felty Syndrome,C0015773,Felty Syndrome,alias,0.0,"[""T047""]"
5419,Fatty Liver,C0015695,Fatty Liver,alias,0.0,"[""T047""]"
5420,Febrile Convulsions,C0009952,Febrile Convulsions,alias,0.0,"[""T047""]"
5421,Fecal Impaction,C0015734,Fecal Impaction,alias,0.0,"[""T033""]"
5422,Fecal Incontinence,C0015732,Fecal Incontinence,alias,0.0,"[""T047""]"
5423,Fecal Transplant,C2242628,Fecal Microbiota Transplantation,alias,0.0,"[""T061""]"
5424,Feeding Problems,C0232466,Feeding difficulties,alias,0.0,"[""T033""]"
5426,Family Planning,C1546835,Special Program Code - Family Planning,alias,0.0,"[""T170""]"
5427,Fanconi Anemia,C0015625,Fanconi Anemia,alias,0.0,"[""T047""]"
5428,Farsightedness,C0020490,Hyperopia,alias,0.0,"[""T047""]"
5429,Fasciculations,C0015644,Muscular fasciculation,alias,0.0,"[""T184""]"
5430,Fasciitis,C0015645,Fasciitis,alias,0.0,"[""T047""]"
5432,Fat Grafting,C0844767,Grafting of fat,alias,0.0,"[""T061""]"
5433,Fatigue,C0015672,Fatigue,alias,0.0,"[""T184""]"
5442,Familial Polyposis,C0032580,Adenomatous Polyposis Coli,alias,0.0,"[""T191""]"
5448,Family History Of Breast Cancer,C0559119,Family history of breast cancer,alias,0.0,"[""T033""]"
5451,Familial Epilepsy,C0391958,Familial Epilepsies,alias,0.0,"[""T047""]"
5452,Familial Hyperparathyroidism,C0271846,Familial hyperparathyroidism,alias,0.0,"[""T047""]"
5453,Familial Hypocalciuric Hypercalcemia,C1809471,Familial benign hypercalcemia,alias,0.0,"[""T047""]"
5454,Familial Mediterranean Fever,C0031069,Familial Mediterranean Fever,alias,0.0,"[""T047""]"
5458,Falls,C0085639,Falls,alias,0.0,"[""T033""]"
5462,Familial Ataxia,C0016719,Friedreich Ataxia,alias,0.0,"[""T047""]"
5463,Familial Cold Autoinflammatory Syndrome,C0343068,Familial cold urticaria,alias,0.0,"[""T047""]"
5465,Factor Thirteen Deficiency,C0015530,Hereditary Factor XIII Deficiency,alias,0.0,"[""T047""]"
5466,Factor V Leiden,C0584960,Factor V Leiden mutation,alias,0.0,"[""T047""]"
5467,Failed Back Surgery Syndrome,C1963763,Failed Back Surgery Syndrome,alias,0.0,"[""T047""]"
5470,Failure To Thrive,C0015544,Failure to Thrive,alias,0.0,"[""T047""]"
5471,Fall Risk Assessment,C1532976,Fall risk assessment,alias,0.0,"[""T058""]"
5472,Fallopian Tube Cancer,C0238122,Fallopian Tube Carcinoma,alias,0.0,"[""T191""]"
5473,Facial Spasm,C0278151,facial muscle spasm,alias,0.0,"[""T033""]"
5477,Facioscapulohumeral Muscular Dystrophy,C0238288,"Muscular Dystrophy, Facioscapulohumeral",alias,0.0,"[""T047""]"
5480,Factor Seven Deficiency,C0015503,Factor VII Deficiency,alias,0.0,"[""T047""]"
5481,Facial Paresis,C0427055,Facial Paresis,alias,0.0,"[""T047""]"
5482,Facial Plastic Surgery,C4763890,Facial Plastic Surgery,alias,0.0,"[""T061""]"
5483,Facial Rash,C0239521,rash on face,alias,0.0,"[""T033""]"
5485,Facial Reconstruction,C1537014,facial reconstruction,alias,0.0,"[""T061""]"
5489,Facial Nerve Disease,C0015464,Facial Nerve Diseases,alias,0.0,"[""T047""]"
5491,Facial Nerve Injury,C0161408,Facial Nerve Injuries,alias,0.0,"[""T037""]"
5492,Facial Nerve Palsy,C0015469,Facial paralysis,alias,0.0,"[""T047""]"
5494,Facial Nerve Paralysis,C0015469,Facial paralysis,alias,0.0,"[""T047""]"
5496,Facial Pain,C0015468,Facial Pain,alias,0.0,"[""T184""]"
5498,Facial Deformity,C1385263,Deformity of face,alias,0.0,"[""T190""]"
5499,Facial Droop,C0427055,Facial Paresis,alias,0.0,"[""T047""]"
5501,Facial Fracture,C0743751,facial fractures,alias,0.0,"[""T037""]"
5503,Facial Laceration,C1299982,Facial laceration,alias,0.0,"[""T037""]"
5506,Face Swelling,C0151602,Facial swelling (finding),alias,0.0,"[""T033""]"
5508,Facet Joint Syndrome,C0423690,Facet joint pain,alias,0.0,"[""T047""]"
5512,Facial Asymmetry,C1306710,Facial asymmetry,alias,0.0,"[""T033""]"
5514,Eyelid Repair,C0197213,Repair of the Eyelids,alias,0.0,"[""T061""]"
5515,Eyelid Retraction,C0234665,Retraction of eyelid,alias,0.0,"[""T033""]"
5517,Eyelid Tumors,C0015424,Eyelid Neoplasms,alias,0.0,"[""T191""]"
5518,Fabry Disease,C0002986,Fabry Disease,alias,0.0,"[""T047""]"
5519,Face Cancer,C1654949,Face--Cancer,alias,0.0,"[""T191""]"
5521,Face Lift,C0035519,Face Lift,alias,0.0,"[""T061""]"
5522,Eyelid Abscess,C0155175,Abscess of eyelid,alias,0.0,"[""T047""]"
5524,Eyelid Cancer,C0015424,Eyelid Neoplasms,alias,0.0,"[""T191""]"
5526,Eyelid Disorders,C0015423,Eyelid Diseases,alias,0.0,"[""T047""]"
5527,Eyelid Itching,C0849918,eyelids pruritus,alias,0.0,"[""T184""]"
5528,Eyelid Lesions,C0578590,Lesion of eyelid,alias,0.0,"[""T033""]"
5531,Eye Infections,C0015403,Eye Infection,alias,0.0,"[""T047""]"
5532,Eye Inflammation,C4551678,Eye inflammation,alias,0.0,"[""T046""]"
5533,Eye Lesions,C0743711,eye lesion,alias,0.0,"[""T047""]"
5534,Eye Pain,C0151827,Eye pain,alias,0.0,"[""T184""]"
5536,Eye Socket Reconstruction,C0395048,Reconstruction of eye socket,alias,0.0,"[""T061""]"
5537,Eye Strain,C0004095,Asthenopia,alias,0.0,"[""T047""]"
5538,Extraskeletal Ewing Sarcoma,C0279980,Extra-osseous Ewing's sarcoma,alias,0.0,"[""T191""]"
5540,Extraskeletal Myxoid Chondrosarcoma,C1275278,Extraskeletal Myxoid Chondrosarcoma,alias,0.0,"[""T191""]"
5541,Extraskeletal Osteosarcoma,C0855052,Extraskeletal Osteosarcoma,alias,0.0,"[""T191""]"
5543,Eye Cancer,C0496836,Malignant tumor of eye,alias,0.0,"[""T191""]"
5545,Eye Diseases,C0015397,Disorder of eye,alias,0.0,"[""T047""]"
5546,External Ophthalmoplegia,C0162292,External Ophthalmoplegia,alias,0.0,"[""T047""]"
5547,Extracorporeal Membrane Oxygenation,C0015357,Extracorporeal Membrane Oxygenation,alias,0.0,"[""T061""]"
5548,Extradural Abscess,C0270629,Epidural Abscess,alias,0.0,"[""T047""]"
5549,Extragonadal Germ Cell Tumor,C0262963,Extragonadal Germ Cell Tumor,alias,0.0,"[""T191""]"
5552,Extrapleural Pneumonectomy,C0396583,Extrapleural pneumonectomy,alias,0.0,"[""T061""]"
5553,Extrarenal Rhabdoid Tumor,C1304517,Extrarenal rhabdoid tumor,alias,0.0,"[""T191""]"
5559,External Beam Radiation Therapy,C1517033,External Beam Radiation Therapy,alias,0.0,"[""T061""]"
5561,External Fixation,C5574679,External fixation of bone,alias,0.0,"[""T061""]"
5563,Exophthalmos,C0015300,Exophthalmos,alias,0.0,"[""T047""]"
5564,Exotropia,C0015310,Exotropia,alias,0.0,"[""T047""]"
5565,Exploratory Laparotomy,C0085704,Exploratory laparotomy,alias,0.0,"[""T060""]"
5566,Exploratory Surgery,C1880637,Exploratory Surgery,alias,0.0,"[""T060""]"
5569,Expressive Aphasia,C0917814,"Aphasia, Expressive",alias,0.0,"[""T048""]"
5570,Exercise Induced Asthma,C0004099,"Asthma, Exercise-Induced",alias,0.0,"[""T047""]"
5571,Exercise Intolerance,C0424551,Impaired exercise tolerance,alias,0.0,"[""T033""]"
5572,Exercise Physiology,C1516990,Exercise Physiology,alias,0.0,"[""T091""]"
5573,Exercise Prescription,C0588464,Exercise on prescription,alias,0.0,"[""T061""]"
5574,Exercise Therapies,C0452240,Physical therapy exercises,alias,0.0,"[""T061""]"
5577,Exhaustion,C0392674,Exhaustion,alias,0.0,"[""T184""]"
5580,Excisional Biopsy,C0184921,Excision biopsy,alias,0.0,"[""T060""]"
5581,Executive Function Disorder,C2748208,Executive dysfunction,alias,0.0,"[""T048""]"
5596,Excess Skin Of Eyelid,C0423124,Excess skin of eyelid,alias,0.0,"[""T033""]"
5599,Excessive Salivation,C0037036,Sialorrhea,alias,0.0,"[""T047""]"
5600,Excessive Tearing,C0152227,Excessive tearing,alias,0.0,"[""T047""]"
5603,Essential Tremor,C0270736,Essential Tremor,alias,0.0,"[""T047""]"
5604,Ethmoidectomy,C0189149,Ethmoid sinusectomy,alias,0.0,"[""T061""]"
5607,Eventration Of Diaphragm,C0011981,Diaphragmatic Eventration,alias,0.0,"[""T019""]"
5608,Ewings Sarcoma,C0553580,Ewings sarcoma,alias,0.0,"[""T191""]"
5615,Esophagoplasty,C0014872,Esophagoplasty,alias,0.0,"[""T061""]"
5616,Esophoria,C0152216,Esophoria,alias,0.0,"[""T047""]"
5617,Esotropia,C0014877,Esotropia,alias,0.0,"[""T047""]"
5618,Essential Thrombocytosis,C0040028,"Thrombocythemia, Essential",alias,0.0,"[""T047""]"
5620,Esophageal Ulcer,C0151970,Ulcer of esophagus,alias,0.0,"[""T047""]"
